id_cliente,nome,email,cpf,telefone,data_nascimento,genero,logradouro,cidade,estado,cep,data_cadastro,updated_at
131,Srta. Maria Liz da Luz,guerramelissa@example.com,297.413.680-03,84 9833-1465,1990-02-27,Outro,"Condomínio Rios, 66",Correia Alegre,SE,90425-979,2025-06-12T00:00:00,2025-06-12T00:00:00
132,Pedro Lucas Aparecida,murilorodrigues@example.com,218.507.436-90,(081) 1477 0538,1962-09-24,F,"Jardim de Novaes, 39",Garcia,PA,42043940,2026-01-07T00:00:00,2026-02-26T00:00:00
133,Alexia Azevedo,rribeiro@example.net,510.293.847-97,(051) 7981 2387,1982-12-18,Outro,"Área da Cruz, 845",Souza da Serra,MT,55543840,2023-05-24T00:00:00,2025-03-30T00:00:00
134,Jade Gomes,novaisalana@example.org,256.810.394-98,84 3926 4957,1981-11-22,F,"Conjunto de Pacheco, 532",Lopes,PE,92518812,2023-09-13T00:00:00,2025-09-19T00:00:00
135,Sr. Arthur Teixeira,julia64@example.com,423.015.689-89,0500-993-9330,1971-04-12,F,"Conjunto Milena Pereira, 35",Mendonça do Amparo,MG,23306046,2024-09-25T00:00:00,2025-11-17T00:00:00
136,Guilherme Sá,davi-luccacavalcanti@example.com,975.631.840-66,0500-656-9998,1980-11-27,M,"Rua Caldeira, 17",Moreira,DF,08680-347,2024-08-28T00:00:00,2026-03-18T00:00:00
137,Liz Vasconcelos,maria-eduarda26@example.com,902.356.874-56,+55 (061) 9826-6570,1960-10-25,F,"Estrada de Marques, 5",Sales da Serra,RO,11751868,2025-05-11T00:00:00,2026-04-16T00:00:00
138,Eduarda Garcia,xaparecida@example.org,528.619.047-20,(041) 7421 2309,1994-11-01,Outro,Residencial Melina Nogueira,Pereira,MA,33977-671,2023-12-23T00:00:00,2025-09-13T00:00:00
139,Alana da Cruz,oliver02@example.org,059.174.268-30,+55 (071) 1622 4999,1996-02-09,M,"Trecho Eloah Andrade, 5",Freitas das Flores,MA,68147214,2025-04-11T00:00:00,2026-01-16T00:00:00
140,Dr. Vinicius Costela,danilocaldeira@example.net,817.564.293-91,+55 71 8995-2997,1980-08-01,F,"Residencial Luiz Miguel Pimenta, 44",Campos,SE,71396605,2024-08-10T00:00:00,2025-03-13T00:00:00
141,Sr. Anthony Porto,alexiada-cunha@example.org,495.607.213-99,0300 902 3557,2003-07-31,F,"Via Carvalho, 82",Martins das Pedras,PB,84958803,2026-04-02T00:00:00,2026-05-13T00:00:00
142,Luísa Vieira,davi-lucca24@example.org,562.483.170-62,(041) 5046 1735,1976-08-26,M,"Rua da Rosa, 61",Vasconcelos,PE,17807823,2025-06-24T00:00:00,2026-06-04T00:00:00
143,Dr. Vinicius das Neves,joao-pedro18@example.net,230.864.751-53,+55 (061) 9157 0184,1951-09-30,Outro,"Vereda Otto Duarte, 53",Nascimento Alegre,AP,14224-109,2025-08-27T00:00:00,2025-11-21T00:00:00
144,Sophie Caldeira,vitoriaferreira@example.net,542.978.106-11,(041) 9587 0207,2002-11-01,Outro,Parque Aragão,Lima,RS,29979-545,2024-08-04T00:00:00,2026-01-13T00:00:00
145,Vitor Barros,inunes@example.org,719.253.406-43,+55 (011) 9456-2557,1978-09-19,M,Condomínio Clara Mendes,Cavalcante de da Paz,RO,99281-615,2024-11-17T00:00:00,2025-02-20T00:00:00
146,Ana Sophia Vieira,sophia76@example.net,638.417.905-93,+55 (084) 9669-5832,1988-11-15,M,Travessa de Mendonça,Pastor,BA,58172-461,2024-09-27T00:00:00,2025-05-15T00:00:00
147,Bianca Rodrigues,fduarte@example.net,013.684.972-50,(041) 8469-9733,1989-12-20,M,"Travessa Ana Júlia Lopes, 11",Cardoso da Mata,PR,58008514,2023-02-20T00:00:00,2023-05-25T00:00:00
148,Isaac Lopes,upires@example.net,698.341.570-10,+55 (071) 8656-2422,1951-02-11,M,"Distrito Silveira, 36",Carvalho,PB,79692-786,2026-06-05T00:00:00,2026-06-11T00:00:00
149,Milena Gomes,rael26@example.net,073.542.861-17,+55 (051) 0975 1971,1958-09-07,Outro,"Ladeira de Martins, 218",Melo,DF,89490580,2025-04-28T00:00:00,2026-03-16T00:00:00
150,Mirella Moraes,uoliveira@example.com,654.210.938-24,+55 (081) 7929 0490,1967-01-29,F,Rodovia Barbosa,da Cunha Grande,ES,44019-292,2025-02-25T00:00:00,2025-11-05T00:00:00
151,Melissa Freitas,vicenteviana@example.net,372.640.859-29,0300-276-6372,1962-09-03,Outro,"Avenida Vinícius Sá, 1",Martins,AC,74783-667,2023-10-30T00:00:00,2025-08-31T00:00:00
152,Diogo Moura,salbuquerque@example.com,650.742.381-53,(071) 4414 9673,1993-01-12,M,"Rua Fernandes, 95",Rocha,CE,10618175,2023-08-07T00:00:00,2025-12-24T00:00:00
153,João Miguel da Cunha,bernardoalves@example.net,103.458.672-62,41 9212 4471,1987-06-29,M,"Vila Ayla da Cunha, 51",Garcia,PI,50442-717,2025-11-26T00:00:00,2026-03-24T00:00:00
154,Matteo Cavalcanti,jcaldeira@example.net,631.852.094-51,+55 11 9470 7200,1988-12-27,F,"Vila Farias, 19",Mendes de Lopes,BA,18306-719,2024-05-25T00:00:00,2024-09-26T00:00:00
155,Maria Alice Farias,isadora01@example.com,851.632.704-35,51 3461 5717,1993-02-02,Outro,"Estrada Alves, 737",Vieira,RN,78700-505,2025-08-09T00:00:00,2026-05-07T00:00:00
156,Srta. Maria Luiza Campos,rebecamarques@example.net,823.061.795-30,(071) 9032-0204,1998-01-17,Outro,Vale Luigi Pastor,Caldeira,TO,79931365,2024-10-11T00:00:00,2026-01-07T00:00:00
157,Dra. Maria Liz Duarte,rodrigueszoe@example.org,530.412.789-79,+55 (011) 6258-2739,1952-10-20,Outro,Vale de Garcia,Almeida,PB,10021-946,2025-10-30T00:00:00,2026-02-16T00:00:00
158,Sra. Carolina Costela,vitor-hugomoreira@example.com,632.450.178-71,0800-145-6083,1961-07-28,F,"Vale Fonseca, 883",da Mota,PB,31277220,2023-11-22T00:00:00,2025-12-22T00:00:00
159,Luiz Otávio da Paz,luarada-cunha@example.com,970.856.142-85,(084) 8113-7995,1974-09-30,Outro,"Largo de da Conceição, 6",Brito,GO,63631797,2024-06-14T00:00:00,2025-02-22T00:00:00
160,Pedro Henrique Casa Grande,mariacavalcanti@example.com,527.918.406-30,+55 81 0904 2177,1974-09-13,Outro,"Fazenda Ana Carolina Pereira, 39",Borges,ES,87397-740,2025-12-03T00:00:00,2026-04-06T00:00:00
161,Sra. Isadora da Cruz,luara93@example.net,206.873.519-95,(081) 1773-1806,2005-07-16,M,"Lago Rhavi Ramos, 1",Rios de das Neves,RR,79907726,2024-07-16T00:00:00,2025-10-09T00:00:00
162,Léo Pires,osantos@example.org,165.402.397-34,+55 21 9508 5016,1971-08-25,F,"Núcleo Fonseca, 28",Carvalho,MT,38179-335,2024-08-08T00:00:00,2025-04-05T00:00:00
163,Dr. Theodoro Rodrigues,dda-mota@example.org,597.348.012-79,(041) 9513-7116,2002-07-10,M,"Colônia Cavalcante, 31",Cassiano de Costela,BA,46827567,2024-10-16T00:00:00,2026-04-22T00:00:00
164,Dra. Alícia da Rocha,davi-lucasalmeida@example.org,856.429.371-46,(051) 4924-2437,1972-01-05,F,"Distrito Fogaça, 37",Silva,RR,22223-105,2023-11-05T00:00:00,2024-06-28T00:00:00
165,Carolina Macedo,ester23@example.net,058.123.674-26,+55 71 0672 7520,2006-09-17,M,"Loteamento de Ramos, 57",Nunes,AP,51702-814,2023-11-09T00:00:00,2025-11-01T00:00:00
166,Murilo Pinto,maitefogaca@example.org,503.461.287-90,+55 21 8718 6375,1985-06-05,F,"Viaduto Fonseca, 72",Gomes da Praia,PI,45547813,2025-04-29T00:00:00,2025-11-23T00:00:00
167,Sra. Maria Vitória Macedo,luan66@example.org,912.873.506-40,+55 31 0646 2879,1994-03-31,M,"Estação Garcia, 88",da Rosa,DF,78730-024,2025-08-12T00:00:00,2026-03-12T00:00:00
168,Ravy Campos,lara27@example.net,301.629.857-03,0800 796 4715,1980-03-02,Outro,"Jardim Castro, 602",Sales de Carvalho,RR,20456-504,2025-05-10T00:00:00,2025-11-25T00:00:00
169,Vinícius Porto,moraesmathias@example.net,219.475.683-37,+55 41 8952 0284,1972-01-29,F,"Loteamento Luan Caldeira, 92",Correia,PR,67112075,2023-02-10T00:00:00,2026-05-04T00:00:00
170,Luiz Miguel Carvalho,hpeixoto@example.com,240.571.896-02,+55 31 4232-1611,1951-07-14,F,"Área Matteo Caldeira, 9",Melo,SP,40140119,2023-01-13T00:00:00,2025-01-02T00:00:00
171,Guilherme Cirino,benjamin12@example.net,458.197.620-02,+55 41 9083 3428,1950-09-10,F,"Favela Montenegro, 35",Rocha de Caldeira,PI,56638361,2025-03-09T00:00:00,2026-05-19T00:00:00
172,Sr. Ravi Lucca Camargo,mayateixeira@example.com,480.723.615-62,(051) 9473-8646,1961-05-23,F,Viela Emilly Cavalcanti,Rocha,ES,16781-126,2026-01-23T00:00:00,2026-03-20T00:00:00
173,Bella Sousa,davi-luccafonseca@example.org,536.018.492-24,71 5796 7842,1994-12-27,F,Jardim Mendonça,da Conceição de Pires,AC,01017026,2024-07-12T00:00:00,2025-10-01T00:00:00
174,Lunna Cassiano,gael18@example.com,734.586.291-73,71 8006-1675,1999-11-29,Outro,"Área Benício Cavalcanti, 842",Carvalho da Mata,RO,71978-897,2025-03-07T00:00:00,2025-08-26T00:00:00
175,Eduarda Montenegro,goncalvesvinicius@example.com,965.827.034-47,+55 81 5590 5616,1970-06-17,M,"Morro Daniel Ribeiro, 43",Pastor de Minas,TO,41520850,2025-04-08T00:00:00,2026-04-13T00:00:00
176,Mariana Nunes,bda-mata@example.net,705.346.298-65,(084) 1357-8529,1967-10-25,Outro,"Residencial Porto, 9",da Paz,PI,04963-919,2025-08-15T00:00:00,2025-10-19T00:00:00
177,Lucca da Mata,nunessofia@example.com,635.902.418-70,+55 (081) 6649-8782,2001-07-14,Outro,"Rua de Cirino, 873",Porto da Prata,RJ,90835-723,2023-02-25T00:00:00,2025-05-11T00:00:00
178,Kaique Lopes,edias@example.net,364.821.590-60,71 3123 0347,1978-08-05,Outro,"Via Brayan Costa, 34",da Luz,PA,82070-015,2023-02-25T00:00:00,2023-08-15T00:00:00
179,Letícia Azevedo,qfonseca@example.net,162.904.578-02,11 1391-5596,1997-03-07,F,"Praça Cunha, 31",da Mota,CE,64907-851,2023-10-05T00:00:00,2026-03-10T00:00:00
180,Dr. Renan Rodrigues,agathaviana@example.org,579.620.483-10,+55 41 4864-5183,2000-03-09,F,"Passarela da Cunha, 41",Costela da Serra,MT,56041-776,2023-04-13T00:00:00,2024-09-26T00:00:00
181,Dr. Carlos Eduardo Castro,natalia15@example.com,985.370.426-92,(031) 2063-4591,1956-11-13,F,"Via de Teixeira, 79",Machado do Amparo,MT,42954316,2024-03-09T00:00:00,2025-06-17T00:00:00
182,Sr. Matteo Garcia,asafealmeida@example.net,931.872.506-02,0900-694-2152,2005-05-20,F,Rua Lopes,Rocha de Monteiro,GO,33344762,2025-02-15T00:00:00,2025-07-07T00:00:00
183,Gabrielly Peixoto,alexiasiqueira@example.net,362.910.754-07,0900-735-9710,1977-08-21,M,"Vila Isabella Rodrigues, 76",Barbosa do Campo,SC,05375990,2023-06-17T00:00:00,2026-02-04T00:00:00
184,José Montenegro,zda-rosa@example.net,520.418.963-70,(081) 7215 8624,1957-03-21,F,Residencial da Mota,Lopes da Mata,ES,94856-257,2026-01-09T00:00:00,2026-01-22T00:00:00
185,Pedro Lucas Aragão,kaiquearagao@example.org,207.913.485-04,+55 (061) 7587 7712,1957-08-12,M,Lago Cirino,Souza,ES,99390-892,2023-05-21T00:00:00,2023-08-11T00:00:00
186,Ana Vitória da Cruz,grocha@example.com,041.328.976-13,+55 (041) 1777 4905,2006-09-09,Outro,"Praia de Duarte, 123",Duarte do Norte,BA,89616423,2024-02-13T00:00:00,2024-03-04T00:00:00
187,Aurora Almeida,luangomes@example.com,421.835.690-42,11 1583 7767,1966-01-05,F,"Chácara Lavínia Freitas, 726",Aparecida,RO,73278-814,2024-05-03T00:00:00,2024-09-09T00:00:00
188,Maya Barros,jda-rosa@example.org,436.290.587-10,31 6617-9454,1984-05-28,F,"Alameda de Camargo, 32",Aparecida de Minas,RR,45977-945,2023-08-23T00:00:00,2024-11-11T00:00:00
189,Heitor Cirino,souzavalentim@example.net,160.738.459-01,(051) 6974-9956,1997-02-10,M,Conjunto Albuquerque,Camargo,RN,30372368,2024-06-08T00:00:00,2025-06-20T00:00:00
190,Caio da Rosa,ecasa-grande@example.com,012.853.469-98,(041) 9334-9605,1950-11-24,Outro,"Praça de Leão, 99",Andrade do Amparo,AM,78997-308,2026-05-28T00:00:00,2026-06-08T00:00:00
191,Otávio Oliveira,davi-lucas46@example.com,175.386.049-01,+55 (071) 7573-8395,2003-11-26,M,"Viaduto de Martins, 74",Rocha da Praia,RJ,29341-722,2023-12-02T00:00:00,2024-10-15T00:00:00
192,Emanuel Pereira,ybrito@example.com,743.180.562-44,11 2280 1561,1986-04-06,Outro,Fazenda de Mendonça,Fernandes da Praia,RO,84289107,2023-02-22T00:00:00,2024-11-21T00:00:00
193,Brenda Caldeira,novaisbryan@example.net,129.678.543-28,(031) 8712-5521,1999-08-30,Outro,"Aeroporto Samuel Melo, 94",Barros,DF,56532-863,2025-02-07T00:00:00,2025-08-29T00:00:00
194,Paulo Jesus,hmarques@example.net,507.184.936-48,(051) 6260 6029,1953-10-17,M,"Viaduto de Moreira, 76",Silveira Alegre,RR,04892-673,2023-06-05T00:00:00,2024-10-14T00:00:00
195,Melina Sampaio,jade34@example.org,085.371.296-40,31 8485-2008,1984-10-22,M,"Praça Mirella Camargo, 6",Pires do Galho,SE,10174-907,2024-09-09T00:00:00,2026-05-16T00:00:00
196,Sr. Vitor Peixoto,clarada-rosa@example.com,926.451.073-70,21 7126 6110,1975-02-01,F,"Favela Maitê Barbosa, 78",da Luz Verde,PI,67762-282,2026-03-05T00:00:00,2026-03-10T00:00:00
197,Natália Cardoso,salesotavio@example.com,702.498.365-56,31 9408 2154,2007-12-03,F,"Residencial Benjamin Vieira, 72",das Neves,AP,32701-851,2025-05-27T00:00:00,2026-04-30T00:00:00
198,Oliver Mendes,marcela56@example.com,928.453.671-55,+55 (021) 5199-6636,1970-02-07,F,Praia de Sousa,Ramos de Minas,AC,09481813,2025-11-02T00:00:00,2026-04-16T00:00:00
199,Ágatha Oliveira,nunesrebeca@example.org,780.954.163-39,+55 (084) 3971-8956,1984-08-06,M,"Loteamento Lopes, 16",Garcia Paulista,PA,11824224,2025-05-10T00:00:00,2026-01-15T00:00:00
200,Eduardo das Neves,krocha@example.org,952.086.714-76,(051) 2654 6103,1964-05-04,Outro,"Feira de Monteiro, 286",Araújo Alegre,BA,86170-630,2025-01-11T00:00:00,2026-04-26T00:00:00
201,Yuri Pastor,da-cruzjose@example.com,967.054.183-20,71 2386-8700,1997-07-29,Outro,"Lago de Rezende, 10",da Mata de Peixoto,PE,65398-402,2025-06-10T00:00:00,2025-09-08T00:00:00
202,Dra. Ana Lívia da Rosa,goncalvesjoaquim@example.org,846.195.237-55,+55 71 7435-5379,1969-06-29,Outro,"Via Abreu, 170",Jesus,SP,68118-071,2024-07-07T00:00:00,2026-03-29T00:00:00
203,Dr. Luiz Henrique Gomes,antonycampos@example.com,537.016.289-12,+55 (071) 1943-3750,1966-09-22,F,"Trevo de Costela, 4",Camargo Paulista,TO,28399-921,2025-09-17T00:00:00,2026-05-13T00:00:00
204,Carolina Souza,cardosovalentim@example.net,384.150.296-24,+55 (011) 6056 6418,1977-07-03,F,"Área de Silveira, 50",Nascimento dos Dourados,ES,06351-903,2026-04-28T00:00:00,2026-05-15T00:00:00
205,Sra. Ana Vitória da Cruz,lucasfarias@example.com,190.367.284-87,+55 51 7350 5831,1995-06-09,F,"Colônia Maitê Pacheco, 2",Andrade,ES,51207-049,2023-06-27T00:00:00,2025-01-18T00:00:00
206,Marina Azevedo,rochadaniel@example.net,046.398.752-74,(051) 6769-9150,1976-10-11,Outro,"Estrada de Caldeira, 1",Pastor,RO,92845679,2025-08-09T00:00:00,2026-05-27T00:00:00
207,Ester da Cruz,caioaraujo@example.org,465.297.103-61,(041) 9545 0892,1953-10-07,M,"Avenida de Lima, 43",Viana,PR,53779599,2025-02-15T00:00:00,2025-08-06T00:00:00
208,Dr. Otto Farias,gustavo-henriquemarques@example.org,730.516.829-77,+55 41 7563-6205,1951-01-06,F,"Sítio Camargo, 84",Pires,DF,00334-234,2024-10-27T00:00:00,2025-05-01T00:00:00
209,Srta. Maitê Novaes,luiz-henriquecosta@example.org,241.057.396-70,(081) 3473 5528,2007-02-11,F,"Campo Isaac Casa Grande, 43",Sales da Praia,GO,96309-938,2024-12-27T00:00:00,2025-09-17T00:00:00
210,Dom Duarte,cauepires@example.com,287.150.394-04,+55 (041) 8685-7872,1969-02-08,Outro,"Vila de Mendes, 57",Porto Verde,AC,33373634,2026-05-05T00:00:00,2026-05-22T00:00:00
211,Maria Flor Oliveira,evelynda-cunha@example.net,129.834.605-33,(061) 8956-7766,1971-10-04,M,"Ladeira Giovanna Alves, 47",Ramos de Minas,ES,14888-143,2025-11-24T00:00:00,2026-01-11T00:00:00
212,Dante Barbosa,breno83@example.com,354.286.170-71,71 4044-5669,1994-05-25,Outro,Via Olivia Teixeira,Gonçalves,SP,33738987,2025-04-12T00:00:00,2025-12-18T00:00:00
213,Sra. Manuela Vieira,diasmarcos-vinicius@example.com,637.840.259-00,(041) 0755 3666,1994-09-08,F,"Lagoa de Duarte, 109",Cassiano,RS,99996-636,2024-05-07T00:00:00,2026-04-14T00:00:00
214,Vitor Gomes,maria-lauracaldeira@example.com,974.016.583-48,+55 (041) 2316 4334,1988-09-11,M,Avenida Emilly Moreira,Cavalcante,AP,66212-867,2025-10-02T00:00:00,2026-01-24T00:00:00
215,Srta. Maria Julia Costela,noahdas-neves@example.com,724.916.350-70,+55 (011) 2716 9385,2003-03-29,F,"Quadra Bruno Sousa, 5",Ferreira de Sampaio,RR,69263-296,2024-08-25T00:00:00,2025-04-08T00:00:00
216,Maria Isis Ribeiro,gabrielgoncalves@example.net,032.754.689-10,+55 11 7681-5118,1994-11-26,Outro,"Praia Lucas da Cunha, 18",Alves de Barbosa,RJ,65636-004,2024-05-13T00:00:00,2025-03-22T00:00:00
217,Davi Luiz Duarte,dmendonca@example.org,183.579.640-01,+55 (041) 0912-4186,1960-03-18,Outro,"Viela da Mata, 67",Cunha,PE,83708164,2025-01-25T00:00:00,2025-09-24T00:00:00
218,Ana Júlia Peixoto,aragaogabriela@example.org,359.108.742-41,(081) 3131 2206,1980-03-02,Outro,"Largo Mateus Pinto, 78",Campos de Goiás,PI,15520650,2024-12-05T00:00:00,2026-02-13T00:00:00
219,Hadassa Marques,davi-luccaribeiro@example.com,950.713.248-14,+55 51 8924 1956,1989-10-05,Outro,"Conjunto de Farias, 85",Farias,PB,99768389,2024-11-08T00:00:00,2025-11-03T00:00:00
220,Srta. Isabel Almeida,das-nevesrenan@example.net,631.072.859-86,+55 (021) 6303-9752,1966-07-29,F,"Rua Vieira, 14",Siqueira,ES,53380-339,2024-07-08T00:00:00,2025-05-17T00:00:00
221,Stephany Duarte,luisapires@example.org,179.806.452-94,+55 (051) 9833-8167,1968-07-04,M,"Feira Lima, 49",da Paz Verde,MT,34715-662,2023-09-05T00:00:00,2025-09-12T00:00:00
222,Maysa Lima,jteixeira@example.com,068.792.145-76,+55 61 6747-4689,1978-05-01,Outro,"Recanto Costa, 13",Montenegro,SP,76665-674,2023-09-02T00:00:00,2025-10-01T00:00:00
223,Ana Sophia Jesus,camposhelena@example.net,236.957.841-64,+55 (081) 6633 7050,1990-11-23,M,"Jardim Pereira, 52",Pereira,SC,01166918,2024-01-15T00:00:00,2024-07-29T00:00:00
224,Otávio Cavalcante,sda-cunha@example.com,896.423.071-03,+55 (011) 4364-0270,1956-01-23,Outro,"Pátio de Moura, 74",Cavalcanti,RJ,22372-817,2025-09-18T00:00:00,2026-02-06T00:00:00
225,Hadassa Cirino,dantesouza@example.org,346.958.027-83,+55 21 4161 4150,1984-05-29,F,"Viela Guilherme Albuquerque, 5",Rios,AM,13806984,2025-12-10T00:00:00,2026-05-11T00:00:00
226,Olívia Sá,liz55@example.net,593.287.460-00,11 5107 6209,1957-07-27,M,"Vila Theo Freitas, 89",Ribeiro do Oeste,MS,50505739,2024-02-02T00:00:00,2024-12-01T00:00:00
227,Maria Liz Sousa,ferreiraliz@example.com,164.795.038-48,+55 31 4872 7178,1964-05-31,M,"Viaduto Sampaio, 2",Silva do Sul,RR,56434712,2024-01-03T00:00:00,2024-11-07T00:00:00
228,Rebeca Borges,pietro99@example.org,568.974.302-00,+55 71 1411-1593,1993-08-18,F,Núcleo de Cardoso,Garcia Verde,AL,40983665,2025-12-29T00:00:00,2026-01-30T00:00:00
229,Sr. Vicente Ribeiro,heitorgoncalves@example.org,875.126.394-73,+55 (011) 9420-9548,2007-11-19,F,Travessa Maria Liz Pires,Monteiro,RR,60523-302,2023-04-22T00:00:00,2026-05-29T00:00:00
230,Maria Júlia da Rosa,augustonovaes@example.com,567.239.081-12,(011) 3861 2590,1999-09-25,F,"Quadra Luan Oliveira, 87",Casa Grande do Oeste,AM,30591266,2023-09-16T00:00:00,2025-06-30T00:00:00
231,Eloá Araújo,fogacamaria-julia@example.org,015.438.792-41,+55 71 3674 9261,1995-07-21,F,"Parque de da Mota, 15",Camargo,PR,17830999,2023-01-26T00:00:00,2026-04-15T00:00:00
232,Kamilly Sales,vieiraluiz-miguel@example.com,764.910.283-13,71 0688 8718,1998-12-30,F,"Via de Campos, 31",Abreu,CE,51029-321,2025-09-07T00:00:00,2026-04-20T00:00:00
233,Jade Sá,barrosjosue@example.net,452.380.169-05,41 4872-9758,2003-04-08,F,"Setor de Moraes, 11",Andrade,AM,24329839,2023-04-16T00:00:00,2024-09-14T00:00:00
234,Dr. Davi Lucas Siqueira,jbarbosa@example.com,462.380.751-71,+55 (011) 8314-3598,1985-07-12,F,"Largo Viana, 16",Barbosa,AP,18186-151,2023-05-14T00:00:00,2025-08-11T00:00:00
235,Dr. João Gabriel Casa Grande,yanalbuquerque@example.org,639.071.284-78,+55 41 8594 8491,2002-06-11,M,"Parque Luiz Miguel Ferreira, 789",Pastor de Cardoso,BA,08222-694,2026-03-27T00:00:00,2026-04-02T00:00:00
236,Léo Santos,larissasantos@example.com,275.634.918-64,41 3414-6511,1954-11-21,M,"Esplanada Oliveira, 2",Novaes do Amparo,ES,68277881,2026-02-26T00:00:00,2026-04-05T00:00:00
237,Alice Pimenta,anthony-gabrielsilva@example.com,853.964.021-05,+55 (041) 8321-5285,2005-09-08,F,"Parque Luigi Freitas, 6",Nogueira,RN,44744309,2023-08-31T00:00:00,2025-03-24T00:00:00
238,Helena das Neves,martinsmariah@example.org,507.269.831-95,+55 (061) 6501-6731,1981-02-16,Outro,"Condomínio Mariah Abreu, 44",Gonçalves de Freitas,MG,56284-177,2026-05-05T00:00:00,2026-05-19T00:00:00
239,Davi Miguel Fogaça,wabreu@example.net,319.208.746-31,+55 (051) 2374 1678,1979-03-09,F,"Conjunto de Duarte, 78",Camargo,RJ,02258030,2025-07-11T00:00:00,2026-02-22T00:00:00
240,Manuela Lima,lopesmaria-luiza@example.com,471.638.920-04,+55 51 4143 6371,1991-02-09,Outro,"Estação de Correia, 223",Guerra,RN,43260931,2025-05-28T00:00:00,2025-10-31T00:00:00
241,Mateus Jesus,ravi35@example.com,706.582.914-67,+55 84 5635-0200,1953-06-19,M,"Favela Allana Melo, 29",Cirino Paulista,RS,55411-082,2023-05-04T00:00:00,2023-11-23T00:00:00
242,Dr. Luiz Miguel Souza,renan43@example.net,618.754.032-80,+55 (071) 7118-9547,2007-11-04,Outro,"Distrito de Aparecida, 73",Teixeira da Prata,AP,57161-768,2024-03-08T00:00:00,2024-12-03T00:00:00
243,Alícia Cavalcante,jose-pedro40@example.net,036.854.971-20,31 6866-9432,1950-08-26,M,"Trecho Sampaio, 9",Montenegro de Santos,PI,43448-123,2023-11-18T00:00:00,2024-07-20T00:00:00
244,Vitor da Costa,bruno24@example.org,403.619.875-01,0500-551-8426,2002-07-19,M,"Avenida Antônio Fogaça, 34",Almeida da Prata,PA,64983735,2023-06-03T00:00:00,2024-04-18T00:00:00
245,Gustavo Pacheco,ccassiano@example.org,652.309.148-15,+55 (051) 3972-4042,2001-10-15,F,"Viela Marcos Vinicius Azevedo, 71",Marques,MA,18209-166,2025-07-11T00:00:00,2026-05-11T00:00:00
246,Daniel Albuquerque,cardosotheo@example.org,420.675.839-56,+55 (081) 2797-2457,1959-05-28,F,Vila de da Mata,Almeida,RR,18418620,2023-03-08T00:00:00,2024-06-24T00:00:00
247,Apollo da Conceição,jgomes@example.com,436.570.892-92,+55 21 1451-9515,2003-12-30,M,Trevo Cassiano,Lima,RO,92624-945,2024-08-02T00:00:00,2025-11-09T00:00:00
248,João Gabriel Monteiro,vinicius10@example.org,259.368.041-51,+55 84 2152-2655,1979-02-08,Outro,"Pátio de Pereira, 42",Leão da Prata,RJ,88788-361,2024-04-23T00:00:00,2025-01-18T00:00:00
249,Mariah Moura,erickda-costa@example.com,039.248.176-69,(084) 5247 2863,1962-08-31,M,"Conjunto Campos, 16",Freitas do Norte,PI,91792025,2024-02-10T00:00:00,2025-04-20T00:00:00
250,Bruno da Cruz,albuquerquelara@example.org,279.548.316-55,(031) 0412-0092,1979-08-20,M,Praça Maria Novaes,Oliveira do Galho,GO,36241-862,2024-04-05T00:00:00,2026-01-28T00:00:00
251,Srta. Maria Liz Pinto,camaraheloisa@example.org,817.326.405-80,31 6341 1159,1995-08-12,M,"Feira da Paz, 28",Cunha,CE,43830341,2023-10-19T00:00:00,2023-12-31T00:00:00
